task_id,model,policy,reward,map_name,map_family,map_size,seed,success,steps,total_return,oracle_steps,path_efficiency,collisions,invalid_actions,pickup_step,cycle_events,interaction_cycle_events,state_revisit_rate,mean_inference_ms
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_04_10x10.txt,mixed,10x10,809,1,16,10.15,16,1.0,0,0,7,2,0,0.0,0.3012856250848017
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_04_10x10.txt,mixed,10x10,907,1,16,10.15,16,1.0,0,0,8,2,0,0.0,0.29389581231953343
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_04_10x10.txt,mixed,10x10,1009,1,16,10.149999999999999,16,1.0,0,0,10,2,0,0.0,0.2917000625757282
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_10_15x15.txt,mixed,15x15,101,1,26,10.649999999999999,26,1.0,0,0,10,4,0,0.0,0.30692476912008715
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_10_15x15.txt,mixed,15x15,211,1,26,10.649999999999999,26,1.0,0,0,8,4,0,0.0,1.0362023846867556
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_10_15x15.txt,mixed,15x15,307,0,180,0.5399999999999999,56,0.0,0,0,,26,0,0.8111111111111111,0.3022436666368675
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_10_15x15.txt,mixed,15x15,401,1,26,10.649999999999999,26,1.0,0,0,11,2,0,0.0,0.3018168462264069
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_10_15x15.txt,mixed,15x15,503,1,26,10.649999999999999,26,1.0,0,0,9,3,0,0.0,0.3288746153115286
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_10_15x15.txt,mixed,15x15,601,1,38,10.799999999999997,28,0.7368421052631579,0,0,10,4,0,0.15789473684210525,0.325047552594601
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_10_15x15.txt,mixed,15x15,701,1,26,10.649999999999999,26,1.0,0,0,6,2,0,0.0,0.30018015391201164
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_10_15x15.txt,mixed,15x15,809,1,40,11.079999999999995,34,0.85,0,0,11,4,0,0.1,0.2955885999426755
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_10_15x15.txt,mixed,15x15,907,1,32,10.859999999999996,30,0.9375,0,0,12,3,0,0.03125,1.14997678130635
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_10_15x15.txt,mixed,15x15,1009,0,180,2.8499999999999837,44,0.0,0,0,18,51,0,0.85,0.29612099994362023
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_16_20x20.txt,mixed,20x20,101,1,36,11.149999999999999,36,1.0,0,0,21,4,0,0.0,0.957761972207057
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_16_20x20.txt,mixed,20x20,211,1,44,11.369999999999997,40,0.9090909090909091,0,0,20,6,0,0.09090909090909091,0.31857531821928703
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_16_20x20.txt,mixed,20x20,307,1,100,12.729999999999997,64,0.64,0,0,75,12,0,0.28,0.3018448899820214
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_16_20x20.txt,mixed,20x20,401,1,36,11.149999999999999,36,1.0,0,0,24,3,0,0.0,0.9285772222382447
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_16_20x20.txt,mixed,20x20,503,1,36,11.149999999999999,36,1.0,0,0,19,4,0,0.0,0.3169469722100378
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_16_20x20.txt,mixed,20x20,601,1,36,11.149999999999999,36,1.0,0,0,20,5,0,0.0,0.30776377778036274
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_16_20x20.txt,mixed,20x20,701,1,38,11.249999999999996,38,1.0,0,0,12,4,0,0.0,0.4530233946082406
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_16_20x20.txt,mixed,20x20,809,1,36,11.149999999999999,36,1.0,0,0,22,4,0,0.0,1.5647378333546333
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_16_20x20.txt,mixed,20x20,907,1,44,11.369999999999997,40,0.9090909090909091,0,0,28,5,0,0.022727272727272728,0.41409715915754286
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_16_20x20.txt,mixed,20x20,1009,1,194,12.389999999999999,46,0.23711340206185566,0,0,178,29,0,0.6958762886597938,0.43388655671357634
